LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.46625891357758215
Amygdala;DICE;STD;0.06466832550190887
Amygdala;HDRFDST;MEAN;66.16119409542969
Amygdala;HDRFDST;STD;7.483073958399732
GreyMatter;DICE;MEAN;0.7343584605221922
GreyMatter;DICE;STD;0.010455908529589171
GreyMatter;HDRFDST;MEAN;18.65986535760177
GreyMatter;HDRFDST;STD;1.552232210776932
Hippocampus;DICE;MEAN;0.43140459442296486
Hippocampus;DICE;STD;0.05557649933176688
Hippocampus;HDRFDST;MEAN;42.498765412107495
Hippocampus;HDRFDST;STD;8.37585449053741
Thalamus;DICE;MEAN;0.6840441093807572
Thalamus;DICE;STD;0.09784191218393086
Thalamus;HDRFDST;MEAN;53.42755264641299
Thalamus;HDRFDST;STD;11.054257922392043
WhiteMatter;DICE;MEAN;0.8304373365182742
WhiteMatter;DICE;STD;0.02209979772664887
WhiteMatter;HDRFDST;MEAN;19.598183689864154
WhiteMatter;HDRFDST;STD;1.520261838744463
