LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4391714597301405
Amygdala;DICE;STD;0.07138449834942637
Amygdala;HDRFDST;MEAN;85.02073855436113
Amygdala;HDRFDST;STD;7.679454125845716
GreyMatter;DICE;MEAN;0.7364445313364277
GreyMatter;DICE;STD;0.009909887288278293
GreyMatter;HDRFDST;MEAN;18.396727554129033
GreyMatter;HDRFDST;STD;1.6912762338393021
Hippocampus;DICE;MEAN;0.4505050524160925
Hippocampus;DICE;STD;0.05120471983663079
Hippocampus;HDRFDST;MEAN;70.158528722229
Hippocampus;HDRFDST;STD;6.69184933573455
Thalamus;DICE;MEAN;0.6793158869095344
Thalamus;DICE;STD;0.1103601244772156
Thalamus;HDRFDST;MEAN;45.85820959562669
Thalamus;HDRFDST;STD;7.240484285154681
WhiteMatter;DICE;MEAN;0.8312563482481155
WhiteMatter;DICE;STD;0.021464548746334463
WhiteMatter;HDRFDST;MEAN;21.409985865563403
WhiteMatter;HDRFDST;STD;3.242299374884332
