LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4700832824703525
Amygdala;DICE;STD;0.05777364357401259
Amygdala;HDRFDST;MEAN;53.51449452509242
Amygdala;HDRFDST;STD;15.604450510154273
GreyMatter;DICE;MEAN;0.7380872966785501
GreyMatter;DICE;STD;0.010221766314563691
GreyMatter;HDRFDST;MEAN;18.838418078632024
GreyMatter;HDRFDST;STD;1.4539615863805078
Hippocampus;DICE;MEAN;0.4414491379933043
Hippocampus;DICE;STD;0.05025260849524886
Hippocampus;HDRFDST;MEAN;64.25312657885735
Hippocampus;HDRFDST;STD;7.185800222754385
Thalamus;DICE;MEAN;0.6774830390425064
Thalamus;DICE;STD;0.1014127762222552
Thalamus;HDRFDST;MEAN;44.66217226256756
Thalamus;HDRFDST;STD;7.042042941415577
WhiteMatter;DICE;MEAN;0.8305457385923912
WhiteMatter;DICE;STD;0.021585854216286192
WhiteMatter;HDRFDST;MEAN;22.108062497290128
WhiteMatter;HDRFDST;STD;3.1358527733160315
