LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.6847051222762934
Amygdala;DICE;STD;0.06469163394731244
Amygdala;HDRFDST;MEAN;6.264189515977645
Amygdala;HDRFDST;STD;5.005989383520081
GreyMatter;DICE;MEAN;0.37597362574939436
GreyMatter;DICE;STD;0.023951977478055612
GreyMatter;HDRFDST;MEAN;15.095603885416159
GreyMatter;HDRFDST;STD;1.7386038463688571
Hippocampus;DICE;MEAN;0.6689380856885278
Hippocampus;DICE;STD;0.042826146248919034
Hippocampus;HDRFDST;MEAN;7.904718503332719
Hippocampus;HDRFDST;STD;3.9006954999165617
Thalamus;DICE;MEAN;0.8517738017129786
Thalamus;DICE;STD;0.021561704290843257
Thalamus;HDRFDST;MEAN;8.81488251978698
Thalamus;HDRFDST;STD;12.891774360511974
WhiteMatter;DICE;MEAN;0.6707197402840641
WhiteMatter;DICE;STD;0.013214414157147537
WhiteMatter;HDRFDST;MEAN;17.11856052835207
WhiteMatter;HDRFDST;STD;1.3247208902808039
