LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.6364026447783405
Amygdala;DICE;STD;0.05775773869204187
Amygdala;HDRFDST;MEAN;6.662634743974135
Amygdala;HDRFDST;STD;5.020886203489251
GreyMatter;DICE;MEAN;0.3013565512426652
GreyMatter;DICE;STD;0.02436092117150645
GreyMatter;HDRFDST;MEAN;21.383906887061116
GreyMatter;HDRFDST;STD;1.6818222990257474
Hippocampus;DICE;MEAN;0.6141430094620336
Hippocampus;DICE;STD;0.039939920214696153
Hippocampus;HDRFDST;MEAN;8.983355046213571
Hippocampus;HDRFDST;STD;3.5212685375684125
Thalamus;DICE;MEAN;0.8344707796818971
Thalamus;DICE;STD;0.01838146767439283
Thalamus;HDRFDST;MEAN;9.00525861774353
Thalamus;HDRFDST;STD;12.825962623817203
WhiteMatter;DICE;MEAN;0.6303121568498805
WhiteMatter;DICE;STD;0.012761314310030499
WhiteMatter;HDRFDST;MEAN;18.80665971219976
WhiteMatter;HDRFDST;STD;1.3818648521192178
