LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4722956094509335
Amygdala;DICE;STD;0.0581089575698189
Amygdala;HDRFDST;MEAN;50.780929085834146
Amygdala;HDRFDST;STD;19.196281962387527
GreyMatter;DICE;MEAN;0.736134584081059
GreyMatter;DICE;STD;0.009785099619229841
GreyMatter;HDRFDST;MEAN;18.696319760173708
GreyMatter;HDRFDST;STD;1.395574227813811
Hippocampus;DICE;MEAN;0.44972636769616214
Hippocampus;DICE;STD;0.05568786979686275
Hippocampus;HDRFDST;MEAN;69.86575297620004
Hippocampus;HDRFDST;STD;5.502414112786986
Thalamus;DICE;MEAN;0.6822781262693545
Thalamus;DICE;STD;0.10766765821709459
Thalamus;HDRFDST;MEAN;60.105595757820936
Thalamus;HDRFDST;STD;5.0415631105260434
WhiteMatter;DICE;MEAN;0.8262718198958575
WhiteMatter;DICE;STD;0.021326933414472178
WhiteMatter;HDRFDST;MEAN;20.395881771300886
WhiteMatter;HDRFDST;STD;3.702432547814534
