LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.46383657506486015
Amygdala;DICE;STD;0.05319191074730201
Amygdala;HDRFDST;MEAN;68.67569437963647
Amygdala;HDRFDST;STD;6.2808440097465565
GreyMatter;DICE;MEAN;0.7336988835758019
GreyMatter;DICE;STD;0.010781290584435142
GreyMatter;HDRFDST;MEAN;18.386651358461464
GreyMatter;HDRFDST;STD;1.4936705869726694
Hippocampus;DICE;MEAN;0.43226687485710347
Hippocampus;DICE;STD;0.04864245297369079
Hippocampus;HDRFDST;MEAN;65.42195921211724
Hippocampus;HDRFDST;STD;6.845966173453356
Thalamus;DICE;MEAN;0.6759904536570525
Thalamus;DICE;STD;0.09904633576598597
Thalamus;HDRFDST;MEAN;59.41573925376652
Thalamus;HDRFDST;STD;5.373074439129685
WhiteMatter;DICE;MEAN;0.829369159494543
WhiteMatter;DICE;STD;0.02110789305475737
WhiteMatter;HDRFDST;MEAN;22.66313215473155
WhiteMatter;HDRFDST;STD;3.0630770374205314
