LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.3889442360205436
Amygdala;DICE;STD;0.05446191528496614
Amygdala;HDRFDST;MEAN;17.525640580868973
Amygdala;HDRFDST;STD;2.062018969408065
GreyMatter;DICE;MEAN;0.7030018706988669
GreyMatter;DICE;STD;0.014294524502886347
GreyMatter;HDRFDST;MEAN;3.3830918623681945
GreyMatter;HDRFDST;STD;1.12012921164395
Hippocampus;DICE;MEAN;0.27462914673649463
Hippocampus;DICE;STD;0.04547620643648742
Hippocampus;HDRFDST;MEAN;20.92746234340262
Hippocampus;HDRFDST;STD;4.662758825573696
Thalamus;DICE;MEAN;0.6199793893967834
Thalamus;DICE;STD;0.10555638046711105
Thalamus;HDRFDST;MEAN;9.78801026302766
Thalamus;HDRFDST;STD;2.07240321628423
WhiteMatter;DICE;MEAN;0.795812135665811
WhiteMatter;DICE;STD;0.028147478297682247
WhiteMatter;HDRFDST;MEAN;5.097635145124125
WhiteMatter;HDRFDST;STD;0.3378104900611279
