LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.22891814811487574
Amygdala;DICE;STD;0.027342603568087754
Amygdala;HDRFDST;MEAN;37.35051433764931
Amygdala;HDRFDST;STD;2.9221702060375074
GreyMatter;DICE;MEAN;0.6920117006253551
GreyMatter;DICE;STD;0.011253482147470222
GreyMatter;HDRFDST;MEAN;17.41716688113057
GreyMatter;HDRFDST;STD;1.9601780110103508
Hippocampus;DICE;MEAN;0.17273673625787062
Hippocampus;DICE;STD;0.014128037973382836
Hippocampus;HDRFDST;MEAN;56.86775153166967
Hippocampus;HDRFDST;STD;7.762656486814455
Thalamus;DICE;MEAN;0.4597822942002899
Thalamus;DICE;STD;0.09584738645078605
Thalamus;HDRFDST;MEAN;46.085670146774916
Thalamus;HDRFDST;STD;1.9263974467020006
WhiteMatter;DICE;MEAN;0.8083001541064097
WhiteMatter;DICE;STD;0.02392019943896674
WhiteMatter;HDRFDST;MEAN;18.245228014749667
WhiteMatter;HDRFDST;STD;2.0277215513462514
