LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4562163266566401
Amygdala;DICE;STD;0.06636652353861835
Amygdala;HDRFDST;MEAN;68.97290184928092
Amygdala;HDRFDST;STD;3.7334716403721266
GreyMatter;DICE;MEAN;0.7165887083183274
GreyMatter;DICE;STD;0.012044415691610535
GreyMatter;HDRFDST;MEAN;19.024152146870332
GreyMatter;HDRFDST;STD;1.2967787369975343
Hippocampus;DICE;MEAN;0.4637334816558166
Hippocampus;DICE;STD;0.0541723805888691
Hippocampus;HDRFDST;MEAN;75.11215865790425
Hippocampus;HDRFDST;STD;5.381786111489392
Thalamus;DICE;MEAN;0.6926542575341068
Thalamus;DICE;STD;0.11956684680058821
Thalamus;HDRFDST;MEAN;54.51196902063136
Thalamus;HDRFDST;STD;4.673888476817395
WhiteMatter;DICE;MEAN;0.8069305654732467
WhiteMatter;DICE;STD;0.02285722749816891
WhiteMatter;HDRFDST;MEAN;22.919062933953043
WhiteMatter;HDRFDST;STD;2.629934263341908
