LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4492396877976958
Amygdala;DICE;STD;0.05900010347762759
Amygdala;HDRFDST;MEAN;48.338871276401186
Amygdala;HDRFDST;STD;11.719791965880454
GreyMatter;DICE;MEAN;0.7332116558132906
GreyMatter;DICE;STD;0.010325225138674532
GreyMatter;HDRFDST;MEAN;18.460063637814308
GreyMatter;HDRFDST;STD;1.5251394978315742
Hippocampus;DICE;MEAN;0.41392722231582935
Hippocampus;DICE;STD;0.050533866182957715
Hippocampus;HDRFDST;MEAN;58.313355818674154
Hippocampus;HDRFDST;STD;14.633951385893702
Thalamus;DICE;MEAN;0.6706216471613361
Thalamus;DICE;STD;0.10072077779900108
Thalamus;HDRFDST;MEAN;47.456288082465505
Thalamus;HDRFDST;STD;11.937366603821914
WhiteMatter;DICE;MEAN;0.8310550524738339
WhiteMatter;DICE;STD;0.02161060541462384
WhiteMatter;HDRFDST;MEAN;22.229655667151306
WhiteMatter;HDRFDST;STD;2.7644907161876744
