LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.46335305897560586
Amygdala;DICE;STD;0.053495708226194025
Amygdala;HDRFDST;MEAN;26.893089438457714
Amygdala;HDRFDST;STD;9.389448357337827
GreyMatter;DICE;MEAN;0.7359348457245668
GreyMatter;DICE;STD;0.01017993844504916
GreyMatter;HDRFDST;MEAN;18.32344029135827
GreyMatter;HDRFDST;STD;1.5657381291354109
Hippocampus;DICE;MEAN;0.4342900783906506
Hippocampus;DICE;STD;0.05310489163792951
Hippocampus;HDRFDST;MEAN;76.00041419466365
Hippocampus;HDRFDST;STD;4.17576846096211
Thalamus;DICE;MEAN;0.6819009504778848
Thalamus;DICE;STD;0.10245160502822165
Thalamus;HDRFDST;MEAN;34.48935353500792
Thalamus;HDRFDST;STD;6.8981513999938
WhiteMatter;DICE;MEAN;0.8301286446384752
WhiteMatter;DICE;STD;0.021712112205098597
WhiteMatter;HDRFDST;MEAN;20.33996337505634
WhiteMatter;HDRFDST;STD;3.631238067294225
