LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4771560760811958
Amygdala;DICE;STD;0.058005835029940465
Amygdala;HDRFDST;MEAN;43.208848765432876
Amygdala;HDRFDST;STD;12.922669552609836
GreyMatter;DICE;MEAN;0.7380672167471276
GreyMatter;DICE;STD;0.009841626146795289
GreyMatter;HDRFDST;MEAN;18.4868942406236
GreyMatter;HDRFDST;STD;1.560365769939226
Hippocampus;DICE;MEAN;0.44337375725004924
Hippocampus;DICE;STD;0.05431015350861932
Hippocampus;HDRFDST;MEAN;68.14241821471079
Hippocampus;HDRFDST;STD;6.173397755810826
Thalamus;DICE;MEAN;0.6783543614355584
Thalamus;DICE;STD;0.0994541443432826
Thalamus;HDRFDST;MEAN;45.06466754791156
Thalamus;HDRFDST;STD;10.861663721373747
WhiteMatter;DICE;MEAN;0.83280376429065
WhiteMatter;DICE;STD;0.02149929309686271
WhiteMatter;HDRFDST;MEAN;20.535287411763388
WhiteMatter;HDRFDST;STD;2.121784842125177
