LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.43474143945141275
Amygdala;DICE;STD;0.047399972987595435
Amygdala;HDRFDST;MEAN;68.10045790786644
Amygdala;HDRFDST;STD;10.484637940287225
GreyMatter;DICE;MEAN;0.7190260422083248
GreyMatter;DICE;STD;0.010188391327756476
GreyMatter;HDRFDST;MEAN;18.823109620239592
GreyMatter;HDRFDST;STD;1.445871441188223
Hippocampus;DICE;MEAN;0.30228316439657016
Hippocampus;DICE;STD;0.025836136236845015
Hippocampus;HDRFDST;MEAN;71.89598183791469
Hippocampus;HDRFDST;STD;4.708268849825919
Thalamus;DICE;MEAN;0.6098858056776268
Thalamus;DICE;STD;0.1005120838128945
Thalamus;HDRFDST;MEAN;41.4271328433657
Thalamus;HDRFDST;STD;6.065695704379736
WhiteMatter;DICE;MEAN;0.8260611986710866
WhiteMatter;DICE;STD;0.02305698527199334
WhiteMatter;HDRFDST;MEAN;22.159315725007797
WhiteMatter;HDRFDST;STD;2.9773690734307947
