LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.45616581736354356
Amygdala;DICE;STD;0.06017091961383837
Amygdala;HDRFDST;MEAN;31.001759670553003
Amygdala;HDRFDST;STD;7.529335782741611
GreyMatter;DICE;MEAN;0.7338646573921312
GreyMatter;DICE;STD;0.009706752166867746
GreyMatter;HDRFDST;MEAN;18.511263243894142
GreyMatter;HDRFDST;STD;1.390371574527437
Hippocampus;DICE;MEAN;0.4389683581918595
Hippocampus;DICE;STD;0.051911836772478084
Hippocampus;HDRFDST;MEAN;53.10089307324927
Hippocampus;HDRFDST;STD;9.761923725544495
Thalamus;DICE;MEAN;0.6837054945163847
Thalamus;DICE;STD;0.10660603087447426
Thalamus;HDRFDST;MEAN;37.06420344268203
Thalamus;HDRFDST;STD;7.6121497068487365
WhiteMatter;DICE;MEAN;0.8329240853287215
WhiteMatter;DICE;STD;0.021398608563277088
WhiteMatter;HDRFDST;MEAN;20.265728782659608
WhiteMatter;HDRFDST;STD;2.34525838825531
