LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.48535368358512276
Amygdala;DICE;STD;0.06106199042355588
Amygdala;HDRFDST;MEAN;29.461005129296723
Amygdala;HDRFDST;STD;12.403595316340818
GreyMatter;DICE;MEAN;0.7352251282387778
GreyMatter;DICE;STD;0.009869008342141798
GreyMatter;HDRFDST;MEAN;18.375388551456034
GreyMatter;HDRFDST;STD;1.5313704917552209
Hippocampus;DICE;MEAN;0.4377543674028631
Hippocampus;DICE;STD;0.05174933382088717
Hippocampus;HDRFDST;MEAN;48.293417954767975
Hippocampus;HDRFDST;STD;10.471188196479673
Thalamus;DICE;MEAN;0.6928672523102521
Thalamus;DICE;STD;0.10458535512951583
Thalamus;HDRFDST;MEAN;46.72993502744756
Thalamus;HDRFDST;STD;3.1485190694244984
WhiteMatter;DICE;MEAN;0.8318346492124078
WhiteMatter;DICE;STD;0.0210738926376398
WhiteMatter;HDRFDST;MEAN;21.64034075003804
WhiteMatter;HDRFDST;STD;2.528962677115519
