LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.47026118288763763
Amygdala;DICE;STD;0.055521084820860794
Amygdala;HDRFDST;MEAN;59.3050218269365
Amygdala;HDRFDST;STD;8.632171575367625
GreyMatter;DICE;MEAN;0.7322077274855953
GreyMatter;DICE;STD;0.010251938750953577
GreyMatter;HDRFDST;MEAN;18.964003341339453
GreyMatter;HDRFDST;STD;1.290959824962078
Hippocampus;DICE;MEAN;0.43697182331530965
Hippocampus;DICE;STD;0.04819002599589635
Hippocampus;HDRFDST;MEAN;70.92290631166506
Hippocampus;HDRFDST;STD;5.633947133829039
Thalamus;DICE;MEAN;0.6705963221731037
Thalamus;DICE;STD;0.09418920092503387
Thalamus;HDRFDST;MEAN;53.45269264595255
Thalamus;HDRFDST;STD;4.196385217938197
WhiteMatter;DICE;MEAN;0.8276677055812218
WhiteMatter;DICE;STD;0.021702317021468253
WhiteMatter;HDRFDST;MEAN;20.950582725668745
WhiteMatter;HDRFDST;STD;4.021577234731465
