LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4806117629837188
Amygdala;DICE;STD;0.0570363978593318
Amygdala;HDRFDST;MEAN;67.10005365089559
Amygdala;HDRFDST;STD;21.407540728606197
GreyMatter;DICE;MEAN;0.7373162547699589
GreyMatter;DICE;STD;0.010341897577837588
GreyMatter;HDRFDST;MEAN;18.61970333398438
GreyMatter;HDRFDST;STD;1.4165619486669059
Hippocampus;DICE;MEAN;0.4393977863199826
Hippocampus;DICE;STD;0.05113305724839997
Hippocampus;HDRFDST;MEAN;64.01434379556994
Hippocampus;HDRFDST;STD;8.090969560106867
Thalamus;DICE;MEAN;0.6811021617924135
Thalamus;DICE;STD;0.09895056111337859
Thalamus;HDRFDST;MEAN;42.38727169653359
Thalamus;HDRFDST;STD;10.422053450459847
WhiteMatter;DICE;MEAN;0.8293788083831638
WhiteMatter;DICE;STD;0.022463324388983782
WhiteMatter;HDRFDST;MEAN;19.691367890868936
WhiteMatter;HDRFDST;STD;3.138475838118868
