LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4093046496912905
Amygdala;DICE;STD;0.06932636112094304
Amygdala;HDRFDST;MEAN;15.546126535648693
Amygdala;HDRFDST;STD;1.7372247228264828
GreyMatter;DICE;MEAN;0.7143342907213192
GreyMatter;DICE;STD;0.013141910021174067
GreyMatter;HDRFDST;MEAN;2.5528596717383736
GreyMatter;HDRFDST;STD;0.6949154599027454
Hippocampus;DICE;MEAN;0.3937545214677256
Hippocampus;DICE;STD;0.05303792204382337
Hippocampus;HDRFDST;MEAN;13.956261249352355
Hippocampus;HDRFDST;STD;1.9551910238710344
Thalamus;DICE;MEAN;0.6555861246053533
Thalamus;DICE;STD;0.10436374059803749
Thalamus;HDRFDST;MEAN;10.075649374311642
Thalamus;HDRFDST;STD;2.2318803027791163
WhiteMatter;DICE;MEAN;0.8155540850472981
WhiteMatter;DICE;STD;0.026188378975559392
WhiteMatter;HDRFDST;MEAN;3.9233943185527536
WhiteMatter;HDRFDST;STD;0.3270734185897259

Parameters (max_features=images[0].feature_matrix[0].shape[1], n_estimators=500, max_depth=100)
