LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.6087308548235456
Amygdala;DICE;STD;0.031088066929824822
Amygdala;HDRFDST;MEAN;6.55442293135498
Amygdala;HDRFDST;STD;4.029831266557942
GreyMatter;DICE;MEAN;0.5246889539638487
GreyMatter;DICE;STD;0.016382638726546057
GreyMatter;HDRFDST;MEAN;13.147178372096354
GreyMatter;HDRFDST;STD;2.480262254738774
Hippocampus;DICE;MEAN;0.6158258569977658
Hippocampus;DICE;STD;0.04021295338860701
Hippocampus;HDRFDST;MEAN;8.043540507648727
Hippocampus;HDRFDST;STD;3.2559877305994362
Thalamus;DICE;MEAN;0.7738343468588749
Thalamus;DICE;STD;0.022081834894093804
Thalamus;HDRFDST;MEAN;10.118477103296701
Thalamus;HDRFDST;STD;11.411240997808274
WhiteMatter;DICE;MEAN;0.6027813329288378
WhiteMatter;DICE;STD;0.010773319614126607
WhiteMatter;HDRFDST;MEAN;16.524986704196742
WhiteMatter;HDRFDST;STD;1.4915811832149553
