LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.24690229204530806
Amygdala;DICE;STD;0.0233375555449368
Amygdala;HDRFDST;MEAN;36.944611832654196
Amygdala;HDRFDST;STD;2.625958212635344
GreyMatter;DICE;MEAN;0.6983641089465553
GreyMatter;DICE;STD;0.011694794561597307
GreyMatter;HDRFDST;MEAN;17.356405916875694
GreyMatter;HDRFDST;STD;2.0137461728436454
Hippocampus;DICE;MEAN;0.17129116752676452
Hippocampus;DICE;STD;0.015353671451359
Hippocampus;HDRFDST;MEAN;62.28576012815356
Hippocampus;HDRFDST;STD;11.505828316906017
Thalamus;DICE;MEAN;0.45187897126709897
Thalamus;DICE;STD;0.09957080478551184
Thalamus;HDRFDST;MEAN;46.208118162886635
Thalamus;HDRFDST;STD;1.9773254271127172
WhiteMatter;DICE;MEAN;0.8080441280236343
WhiteMatter;DICE;STD;0.023168639353925723
WhiteMatter;HDRFDST;MEAN;18.536413886787052
WhiteMatter;HDRFDST;STD;2.1912006338371643
