LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.2947579870799195
Amygdala;DICE;STD;0.03359417076928603
Amygdala;HDRFDST;MEAN;37.2016778532101
Amygdala;HDRFDST;STD;2.9043355360524297
GreyMatter;DICE;MEAN;0.6914061870132817
GreyMatter;DICE;STD;0.01160794462164409
GreyMatter;HDRFDST;MEAN;18.839450434924196
GreyMatter;HDRFDST;STD;1.3323315315770652
Hippocampus;DICE;MEAN;0.17347217329490436
Hippocampus;DICE;STD;0.014222509471862967
Hippocampus;HDRFDST;MEAN;51.937493793251384
Hippocampus;HDRFDST;STD;3.3759055786520076
Thalamus;DICE;MEAN;0.4538790051335605
Thalamus;DICE;STD;0.1006599528449704
Thalamus;HDRFDST;MEAN;46.28497757552513
Thalamus;HDRFDST;STD;1.9750571721183987
WhiteMatter;DICE;MEAN;0.808907272130727
WhiteMatter;DICE;STD;0.023863065996221188
WhiteMatter;HDRFDST;MEAN;21.12411668153855
WhiteMatter;HDRFDST;STD;2.4024351031286213
