LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.4326304232180824
Amygdala;DICE;STD;0.05063330682758346
Amygdala;HDRFDST;MEAN;28.544731828753015
Amygdala;HDRFDST;STD;3.405625467454492
GreyMatter;DICE;MEAN;0.7222845718075781
GreyMatter;DICE;STD;0.01043184337689414
GreyMatter;HDRFDST;MEAN;19.146521027430595
GreyMatter;HDRFDST;STD;1.3456346258023006
Hippocampus;DICE;MEAN;0.3060904245383158
Hippocampus;DICE;STD;0.02405107679449621
Hippocampus;HDRFDST;MEAN;69.80673139449793
Hippocampus;HDRFDST;STD;8.597688760150554
Thalamus;DICE;MEAN;0.601674211861831
Thalamus;DICE;STD;0.10629270241138164
Thalamus;HDRFDST;MEAN;39.73129196702445
Thalamus;HDRFDST;STD;3.7315464128237874
WhiteMatter;DICE;MEAN;0.8287106602898341
WhiteMatter;DICE;STD;0.023241249746283676
WhiteMatter;HDRFDST;MEAN;17.550008954533176
WhiteMatter;HDRFDST;STD;1.8966248168273478
