LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.463571736711606
Amygdala;DICE;STD;0.05812889903722376
Amygdala;HDRFDST;MEAN;62.83186813666141
Amygdala;HDRFDST;STD;6.313188295718138
GreyMatter;DICE;MEAN;0.7348298337050304
GreyMatter;DICE;STD;0.010274322342960152
GreyMatter;HDRFDST;MEAN;18.916906301614077
GreyMatter;HDRFDST;STD;1.4665114987458079
Hippocampus;DICE;MEAN;0.4334357478810906
Hippocampus;DICE;STD;0.05501071004782514
Hippocampus;HDRFDST;MEAN;77.20458702526629
Hippocampus;HDRFDST;STD;6.037527826692468
Thalamus;DICE;MEAN;0.6788768233648377
Thalamus;DICE;STD;0.09602139558160205
Thalamus;HDRFDST;MEAN;54.22154877594329
Thalamus;HDRFDST;STD;8.770612768672542
WhiteMatter;DICE;MEAN;0.8257177204108693
WhiteMatter;DICE;STD;0.020797259853720898
WhiteMatter;HDRFDST;MEAN;22.135027990783808
WhiteMatter;HDRFDST;STD;3.0398249698325204
